SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
0.89,1,ÕLU,SAKU ÕLLETEHAS
4.31,3,JUUSTUD,VALIO EESTI AS
5.1,3,ÕLU,A. LE COQ
0.99,2,JOGURT,TERE AS
0.26,1,PAGARITOOTED,EESTI
1.29,3,HOMMIKUSÖÖGID,LANTMÄNNEN CEREALS
0.93,3,KARASTUS-JA TONISEERIVAD JOOGID,PEPSI
0.65,3,ÐOKOLAADID,FERRERO
0.98,2,ÐOKOLAADID,MARS
0.89,3,KOMMID,KALEV
1.55,1,JUUSTUD,"PÜ E-PIIM, PÕLTSAMAA MEIEREI"
1.19,2,JUUSTUD,ESTOVER PIIMATÖÖSTUS
1.19,2,KODUKAUBAD,EUROOPA LIIT
10.79,2,KANGE ALKOHOL,JOSEPH GAUTIER & FILS
1.75,2,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.75,4,KRÕPSUD,LATFOOD
1.15,3,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
4.79,1,KOSMEETIKA,BEIERSDORF AG
1.65,2,"SINK, VORST",ATRIA EESTI AS
0.83,4,PIIM,TERE AS
0.54,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.79,3,KODUKAUBAD,GRIGISKES
6.4,3,TUBAKATOOTED,PHILIP MORRIS
0.39,1,VÄRSKE KÖÖGIVILI,EESTI
0.47,2,PAGARITOOTED,FAZER EESTI AS
0.19,3,PIIMATOOTED,EESTI
1.42,3,VÄRSKE PUUVILI,PANAMA
0.69,1,ÐOKOLAADID,MARS
1.19,2,JOGURT,TERE AS
2.09,3,PATAREID,PANASONIC
0.85,3,PAGARITOOTED,LEIBUR AS
0.89,2,"SINK, VORST",ATRIA EESTI AS
3.35,3,KANGE ALKOHOL,LIVIKO
6.35,1,ÕLU,A. LE COQ
0.69,2,ÕLU,A. LE COQ
0.36,2,MAITSEAINED,VALGEVENE
2.99,3,NAISTE SUKATOOTED,SAKSAMAA
1.45,2,KÖÖGIVILJAKONSERV,PRO CHAMP
5.79,1,ÕLU,A. LE COQ
1.75,1,KONDIITRITOOTED,LÕUNA PAGARID
0.43,2,VÄRSKE KÖÖGIVILI,EESTI
4.8,3,LEMMIKLOOMATOIDUD,DE HAAN
0.82,1,TÖÖDELDUD KALATOOTED,LEEDU
1.55,1,LEMMIKLOOMATOIDUD,NESTLE
0.95,3,JUUSTUD,FARMI PIIMATÖÖSTUS AS
0.95,2,SPORDIKAUBAD,HIINA
9.29,2,KANGE ALKOHOL,UKRAINIAN DISTRIBUTING COMPANY
5.89,4,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.55,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
2.09,1,KODUKEEMIA,COLGATE&PALMOLIVE
2.29,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.24,3,VÄRSKE KÖÖGIVILI,HISPAANIA
1.1,3,PAGARITOOTED,FAZER EESTI AS
3.49,2,KOHV,NESTLE
1.39,1,"KÜPSISED, VAHVLID",HAMLET
1.81,3,KÖÖGIVILJAKONSERV,SALVEST AS
0.85,4,"KÜPSISED, VAHVLID",KRAFT FOODS
3.25,3,KOHV,MEIRA
0.69,1,PIIMATOOTED,TERE AS
0.99,3,PIIM,TERE AS
1.29,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.69,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.89,2,PAGARITOOTED,EESTI PAGAR
0.45,3,VÄRSKE PUUVILI,BELGIA
2.7,2,TUBAKATOOTED,IMPERIAL TOBACCO
0.49,1,LEMMIKLOOMATOIDUD,NESTLE
3.15,3,KOSMEETIKA,LOREAL
1.58,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.55,1,PIIMATOOTED,TERE AS
0.75,3,PAGARITOOTED,LEIBUR AS
0.75,1,PIIMATOOTED,EESTI
0.79,3,PAGARITOOTED,FAZER EESTI AS
0.65,3,PAGARITOOTED,EESTI PAGAR
1.75,4,KOMMID,KALEV
1.75,3,KRÕPSUD,LATFOOD
0.95,3,KÜLMAD KASTMED,TARPLANI KAUBANDUSE OÜ
0.79,3,PIIM,TERE AS
2.19,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
2.9,2,KALAKONSERVID,MASEKO AS
2.9,3,VEIN,AB ALITA
4.14,1,VEIN,CAPEL VINOS S.A
1.29,1,ÐOKOLAADID,KALEV
2.14,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.89,3,KOSMEETIKA,PROCTER&GAMBLE
3.15,3,PIIM,TERE AS
0.79,4,LEMMIKLOOMATOIDUD,SATURN PETFOOD GMBH
0.5,1,VÄRSKE PUUVILI,HISPAANIA
0.29,2,PIIMATOOTED,TERE AS
1.25,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.33,3,KONDIITRITOOTED,FRITO-LAY POLAND
2.58,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
5.99,2,KANGE ALKOHOL,UKRAINIAN DISTRIBUTING COMPANY
2.73,3,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
3.35,3,KOHV,GUSTAV PAULIG LDT
1.25,3,KÖÖGIVILJAKONSERV,JAMAR Z.P.S.
1.49,1,KODUKEEMIA,MAYERI INDUSTRIES AS
1.89,2,"SINK, VORST",TALLEGG AS
0.55,1,PAGARITOOTED,EESTI PAGAR
1.25,1,"KALENDRID, PERIOODIKA",NA
0.8,3,PIIMATOOTED,UUS ALGUS
0.78,3,PÕHIROA KONTSENTRAADID,VENEMAA
1.39,2,"SINK, VORST",EESTI
0.99,1,VÄRSKE KÖÖGIVILI,NA
1.59,1,KÜLMUTATUD LIHA JA LIND,ARIOLS
1.29,3,MUNAD,TALLEGG AS
0.63,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.85,1,PIIMATOOTED,LEEDU
0.84,4,VÄRSKE KÖÖGIVILI,POOLA
4.78,3,KODUKAUBAD,ROOTSI
0.75,3,PAGARITOOTED,FAZER EESTI AS
0.55,2,LEMMIKLOOMATOIDUD,MARS
0.89,2,PAGARITOOTED,FAZER EESTI AS
3.37,2,JUUSTUD,VALIO EESTI AS
1.3,1,VALMISTA ISE,DOBELES DZIRNAVIEKS AS
0.69,1,PÕHIROA KONTSENTRAADID,VENEMAA
0.63,1,ÐOKOLAADID,NESTLE
0.35,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.46,3,KODUKEEMIA,EUROOPA LIIT
1.15,2,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
1.09,1,KONDIITRITOOTED,EUROLEIB AS
5.89,3,ÕLU,SAKU ÕLLETEHAS
2.59,2,KOHV,GUSTAV PAULIG LDT
0.69,1,PAGARITOOTED,LEIBUR AS
2.79,2,JUUSTUD,VALIO OY
2.25,2,ÕLU,VIRU ÕLU
1.16,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.91,2,"SINK, VORST",A-VORST
1.64,2,MAITSEAINED,NESTLE
0.96,4,TÖÖDELDUD KALATOOTED,KÕRVEKÜLA KALATÖÖSTUSE AS
0.75,2,PAGARITOOTED,EESTI PAGAR
0.9,1,KARASTUS-JA TONISEERIVAD JOOGID,RAGUTIS UAB
4.45,3,"SINK, VORST",ARKE LIHATÖÖSTUS
0.65,2,PAGARITOOTED,EESTI PAGAR
4.97,2,VÄRSKE LIHA,TALLEGG AS
0.72,1,JOGURT,FARMI PIIMATÖÖSTUS AS
1.4,1,PEO- KARNEVALI- JA PILA,KREEKA
1.19,1,ÕLU,SAKU ÕLLETEHAS
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.32,2,JOGURT,VALIO EESTI AS
0.99,3,JOGURT,VALIO EESTI AS
1.45,2,JUUSTUD,UNILEVER
0.58,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.7,3,ÐOKOLAADID,ZAINI
0.92,2,PAGARITOOTED,LEIBUR AS
2.1,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.58,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.25,1,TÖÖDELDUD KALATOOTED,LEEDU
0.7,3,PAGARITOOTED,LEIBUR AS
5.09,2,KANGE ALKOHOL,LIVIKO
2.45,1,ÐOKOLAADID,FAZER CONFECTINERY
0.35,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
3.2775,1,VÄRSKE KÖÖGIVILI,LEEDU
0.79,1,KRÕPSUD,FRITO-LAY POLAND
0.69,1,HOMMIKUSÖÖGID,SANGASTE
0.56,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.59,2,"RAAMATUD, TÖÖVIHIKUD",SINISUKK
1.19,2,PIIM,TERE AS
0.45,3,PAGARITOOTED,EESTI
1.59,1,VESI,IDS BORJOMI BEVERAGES CO N.V
0.32,3,JÄÄTIS,EESTI
1.24,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.75,3,PAGARITOOTED,FAZER EESTI AS
0.31,3,SUUVÄRSKENDAJAD,WRIGLEY
1.24,2,VÄRSKE PUUVILI,PANAMA
1.25,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.05,3,JOGURT,VALIO EESTI AS
0.66,3,KALAKONSERVID,LÄTI
1.35,2,"SUPID, PULJONGID, KASTMED",PÕLTSAMAA FELIX AS
1.48,3,VÄRSKE PUUVILI,PANAMA
1.39,1,KONDIITRITOOTED,NEIO
1.09,1,PAGARITOOTED,EESTI PAGAR
0.54,2,SUUVÄRSKENDAJAD,KRAFT FOODS
1.29,3,VÄRSKE KÖÖGIVILI,HISPAANIA
1.45,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.5,3,PÕHIROA KONTSENTRAADID,VENEMAA
0.28,3,VÄRSKE KÖÖGIVILI,EESTI
3.88,3,VÄRSKE LIHA,TALLEGG AS
0.65,1,PAGARITOOTED,VÄNDRA LEIB OÜ
0.44,3,VESI,ALDARIS AS
2.39,2,KODUKAUBAD,SCA HYGIENE
3,2,TUBAKATOOTED,PHILIP MORRIS
2.55,3,MAHL,VENEMAA
4.66,1,VÄRSKE LIHA,SAAREMAA LIHATÖÖSTUS OÜ
1.1,4,KOMMID,JOSEF MANNER & COMP. AG
0.89,2,KOMMID,KALEV
3.8,3,KOHV,KRAFT FOODS
0.63,1,MAITSEAINED,PODRAVKA
1.3,2,"KALENDRID, PERIOODIKA",LEHEPUNKT
3.35,2,KOHV,GUSTAV PAULIG LDT
0.49,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.6,3,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
2.02,1,ÕLU,A. LE COQ
1.69,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.36,3,KÜLMUTATUD LIHA JA LIND,ARIOLS
1.09,3,VALMISTOIT,MAKSIKÖÖK
0.35,3,PIIMATOOTED,TERE AS
1.15,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.31,1,VÄRSKE KÖÖGIVILI,MAROKO
3.39,2,LEMMIKLOOMATOIDUD,PREEMIA OÜ
5.8,2,TUBAKATOOTED,JT INTERNATIONAL
0.6,2,SUUVÄRSKENDAJAD,LEAF
1.02,2,TEE,MJF GROUP
4.19,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.39,1,"SINK, VORST",EESTI
0.26,2,PAGARITOOTED,EESTI
1.98,2,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
0.55,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.55,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.69,1,PAGARITOOTED,EESTI LEIVATÖÖSTUS
3.35,3,KANGE ALKOHOL,CONDOR GMBH
1.28,3,VALMISTA ISE,POOLA
1.49,3,KONDIITRITOOTED,HAGAR
0.78,2,PAGARITOOTED,EESTI
1.14,3,VÄRSKE PUUVILI,HISPAANIA
20.76,3,ÕLU,SAKU ÕLLETEHAS
2.15,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
2.7,1,TUBAKATOOTED,IMPERIAL TOBACCO
0.59,2,SUHKUR,SOOME
3.1,1,HÜGIEENITOOTED,RECKITT BENCKISER
1.08,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.67,2,LEMMIKLOOMATOIDUD,SAKSAMAA
0.79,4,"KÜPSISED, VAHVLID",POOLA
2.7,1,KOMMID,KALEV
0.99,2,ÕLU,SAKU ÕLLETEHAS
1.79,3,KUIV.PUUV. JA PÄHKLID,USA
0.72,2,PIIM,TERE AS
1.15,3,JUUSTUD,EESTI JUUSTU TOOTMISE OÜ
0.89,3,PIIM,TERE AS
2.09,2,TÖÖDELDUD KALATOOTED,VIRU RAND OÜ
5.59,1,ÕLU,A. LE COQ
0.99,3,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.99,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.8,3,VÄRSKE KÖÖGIVILI,LÄTI
1.09,1,KODUKEEMIA,PROCTER&GAMBLE
0.29,3,MAITSEAINED,VALGEVENE
5,3,VÄIKELASTE RÕIVAD,HOLLAND
0.79,4,PAGARITOOTED,FAZER EESTI AS
0.72,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.2,2,VALMISTOIT,EUROOPA LIIT
7.69,1,VALMISTOIT,KAUBAMAJA KÖÖK
1.62,2,"SINK, VORST",ATRIA EESTI AS
0.2,3,VÄRSKE KÖÖGIVILI,LEEDU
1.15,2,LASTETOIDUD,UNGARI
0.4,2,VÄRSKE KÖÖGIVILI,EESTI
0.79,3,PAGARITOOTED,FAZER EESTI AS
1.18,2,PIIMATOOTED,TERE AS
1.56,2,VALMISTOIT,MAKSIKÖÖK
8.19,3,VÄRSKE LIHA,TALLEGG AS
1.25,2,KRÕPSUD,LATFOOD
6.4,2,TUBAKATOOTED,JT INTERNATIONAL
0.37,1,VÄRSKE KÖÖGIVILI,EESTI
1.35,4,JAHUTUST VAJAVAD MAHLAD JA MAHLAJOOGID,PÕLTSAMAA FELIX AS
5.79,1,VEIN,EXPORT UNION INTERNATIONAL
5.07,1,KODUKEEMIA,HENKEL
8.2,2,VÄRSKE LIHA,TALLEGG AS
2.7,3,TUBAKATOOTED,IMPERIAL TOBACCO
1.19,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.85,3,KALAKONSERVID,LÄTI
13.292,3,"KEETM-KÜPSET. NÕUD, KAANED",HIINA
0.79,1,PAGARITOOTED,EESTI PAGAR
2.31,1,ÕLU,A. LE COQ
3.99,1,PIIMATOOTED,VALIO EESTI AS
1.19,2,JOGURT,FARMI PIIMATÖÖSTUS AS
0.99,1,MUNAD,EESTI
0.89,1,KARASTUS-JA TONISEERIVAD JOOGID,LIVIKO
0.45,4,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
1.69,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.65,3,SUUVÄRSKENDAJAD,LEAF
0.99,3,VALMISTA ISE,DOBELES DZIRNAVIEKS AS
2.15,2,HÜGIEENITOOTED,PROCTER&GAMBLE
2.39,1,ÐOKOLAADID,KALEV
1.89,1,KRÕPSUD,LATFOOD
2.22,1,KOSMEETIKA,BEIERSDORF AG
1.32,1,LEMMIKLOOMATOIDUD,MARS
1.09,3,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
1.18,1,"KÜPSISED, VAHVLID",MARMITON
0.89,3,"KÜPSISED, VAHVLID",HELLAR & POJAD AS
11.4,1,SUHKUR,SOOME
0.766,2,KUIVAINED,TARTU VESKI AS
0.79,3,KONDIITRITOOTED,EESTI PAGAR
0.99,1,MAHL,GUTTA
0.79,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.59,3,ÐOKOLAADID,KALEV
2.65,1,TÖÖDELDUD KALATOOTED,VIRU RAND OÜ
4.94,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.63,3,MAITSEAINED,SANTA MARIA AS
0.55,2,LEMMIKLOOMATOIDUD,MARS
0.96,1,SUUVÄRSKENDAJAD,WRIGLEY
1.55,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.55,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.26,4,PAGARITOOTED,EESTI
47.8,1,"TEKID JA PADJAD, VOODIKATTED",STAROON
1.25,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
2.7,3,TUBAKATOOTED,PHILIP MORRIS
0.23,3,KARTUL,EESTI
1.21,3,PÕHIROA KONTSENTRAADID,PÕLTSAMAA FELIX AS
0.75,3,PAGARITOOTED,FAZER EESTI AS
1.21,3,MAITSEAINED,SANTA MARIA AS
0.56,4,PIIM,FARMI PIIMATÖÖSTUS AS
1.15,3,"VÕI, MARGARIIN, VÕIDED",UNILEVER
2.7,3,TUBAKATOOTED,PHILIP MORRIS
0.85,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.75,3,LEMMIKLOOMATOIDUD,MARS
1.25,3,KALA POOLTOOTED,KRISKAL AS
1.19,3,MAHL,LARGO AS
15.99,3,VEIN,MOSELLAND EG
3.18,2,NAISTE SUKATOOTED,SAKSAMAA
1.19,2,"VÕI, MARGARIIN, VÕIDED",UNILEVER
0.67,4,PIIM,FARMI PIIMATÖÖSTUS AS
0.96,2,JUUSTUD,ZOTT
1.19,1,LEMMIKLOOMATOIDUD,CONTINENTALE NUTRITION
0.61,3,PAGARITOOTED,EESTI PAGAR
0.75,3,PIIMATOOTED,VALIO EESTI AS
0.32,2,JÄÄTIS,EESTI
0.99,2,KÜLMUTATUD LIHA JA LIND,TALLEGG AS
0.75,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
5.99,2,VESI,VÄRSKA
0.85,1,VÄRSKE PUUVILI,EGIPTUS
0.75,3,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
1.49,1,TÖÖDELDUD KALATOOTED,POSEIDON FOODS AS
0.38,2,PIIMATOOTED,EESTI
1.39,2,KOMMID,FERRERO
0.99,2,JÄÄTIS,BALBIINO AS
1.89,2,KRÕPSUD,FRITO-LAY POLAND
0.45,3,PAGARITOOTED,PERE PAGAR OÜ
0.81,2,VÄRSKE KÖÖGIVILI,POOLA
0.95,3,DEKORATIIVKOSMEETIKA,UT EUROPE SRL
0.49,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.65,1,LEMMIKLOOMATOIDUD,DE HAAN
0.72,2,KUIVAINED,TARTU VESKI AS
1.65,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.75,3,PAGARITOOTED,FAZER EESTI AS
1.15,1,VALMISTOIT,SAARIOINEN EESTI OÜ
5.19,2,KONDIITRITOOTED,PAGARIPOISID
1.05,3,JOGURT,VALIO EESTI AS
2.39,2,KÜLMAD KASTMED,TARPLANI KAUBANDUSE OÜ
0.37,3,VÄRSKE PUUVILI,PANAMA
1.09,4,LEMMIKLOOMATOIDUD,MARS
2.76,3,JÄÄTIS,UNILEVER LIETUVA DISTRIBUCIJA
4.58,2,ÕLU,A. LE COQ
3.5,1,"KALENDRID, PERIOODIKA",NA
5.79,3,ÕLU,A. LE COQ
0.55,2,VESI,ALDARIS AS
1.18,2,"SINK, VORST",EESTI
2.1,1,"SINK, VORST",ATRIA EESTI AS
0.85,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
0.49,3,PAGARITOOTED,EESTI PAGAR
0.47,2,VÄRSKE KÖÖGIVILI,EESTI
1.75,2,KÜPSETUSRASVAD,SCANOLA BALTIC
0.65,2,PIIMATOOTED,VALIO EESTI AS
0.57,3,PAGARITOOTED,EESTI PAGAR
0.75,2,LAHJAD ALKOH.JOOGID,A. LE COQ
1.09,1,"KALENDRID, PERIOODIKA",PRESSHOUSE
1.35,2,PIIMATOOTED,TERE AS
0.89,3,JOGURT,DANONE
1.19,2,PAGARITOOTED,LEIBUR AS
1.18,1,ÐOKOLAADID,KALEV
0.69,1,PAGARITOOTED,LEIBUR AS
2.76,3,VÄRSKE LIHA,TALLEGG AS
1.05,1,JÄÄTIS,UNILEVER LIETUVA DISTRIBUCIJA
0.75,1,PIIMATOOTED,TERE AS
1.45,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.79,2,JOGURT,DANONE
0.67,3,LEMMIKLOOMATOIDUD,SAKSAMAA
0.49,3,PAGARITOOTED,EESTI PAGAR
1.09,2,PAGARITOOTED,EESTI PAGAR
1.35,1,KOMMID,KALEV
0.65,1,VALMISTOIT,MAKSIKÖÖK
0.65,4,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.87,3,"KÜPSISED, VAHVLID",MONDELEZ INTERNATIONAL
2,2,KONDIITRITOOTED,HAGAR
2.7,1,KÜLMUTATUD LIHA JA LIND,RAKVERE LIHAKOMBINAAT AS
1.19,3,JUUSTUD,ESTOVER PIIMATÖÖSTUS
1.1,1,PIIM,VALIO EESTI AS
1.69,2,LEMMIKLOOMATOIDUD,MARS
0.69,3,"SINK, VORST",ATRIA EESTI AS
0.85,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.49,2,ÐOKOLAADID,FAZER CONFECTINERY
1.49,1,"VÕI, MARGARIIN, VÕIDED",TERE AS
1.42,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.14,1,PIIM,FARMI PIIMATÖÖSTUS AS
2.49,4,ÕLU,A. LE COQ
5.4,1,TUBAKATOOTED,IMPERIAL TOBACCO
0.55,4,PAGARITOOTED,FAZER EESTI AS
1.89,1,JÄÄTIS,EESTI
2.79,3,TÖÖRIISTAD,EUROOPA LIIT
2.89,2,KÖÖGIKAUBAD,TEFAL
1.29,2,"KÜPSISED, VAHVLID",POOLA
1.65,3,VÄRSKE PUUVILI,PANAMA
1.19,2,PIIM,NOPRI TALUMEIEREI OÜ
6.07,3,VALMISTOIT,TALLEGG AS
0.65,1,PAGARITOOTED,LEIBUR AS
0.52,3,VÄRSKE PUUVILI,HISPAANIA
3.38,2,LEMMIKLOOMATOIDUD,MARS
3.05,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
3.5,3,TUBAKATOOTED,BAT POLSKA S.A.
4.99,1,KANGE ALKOHOL,LIVIKO
0.65,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.76,2,VÄRSKE LIHA,TALLEGG AS
2.98,3,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
0.45,2,KONDIITRITOOTED,FRITO-LAY POLAND
1.79,2,VÄRSKE KÖÖGIVILI,MAROKO
0.35,1,VESI,EESTI
1.15,2,JOGURT,FARMI PIIMATÖÖSTUS AS
1.72,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.71,2,VÄRSKE KÖÖGIVILI,NA
1.09,3,KALAKONSERVID,LÄÄTSA KALATÖÖSTUS AS
1.05,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.69,1,PAGARITOOTED,EESTI
0.69,2,JOGURT,MILKON
2.7,1,TUBAKATOOTED,IMPERIAL TOBACCO
4.83,3,KONDIITRITOOTED,KAUBAMAJA PAGARIÄRI
0.55,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.14,3,VÄRSKE KÖÖGIVILI,HISPAANIA
0.79,1,KODUKEEMIA,UNILEVER
1.59,3,KONDIITRITOOTED,EESTI PAGAR
3.4,1,TÜDRUKUTELE MÄNGUASJAD,HASBRO
0.99,1,KALAKONSERVID,LÄTI
20.36,2,KANGE ALKOHOL,LIVIKO
0.61,1,VALMISTOIT,KADRINA KONSUMI KÖÖK
5.89,3,KANGE ALKOHOL,LIVIKO
0.69,2,PAGARITOOTED,EESTI PAGAR
4.99,1,KOMMID,FAZER CONFECTINERY
3.2,2,TUBAKATOOTED,PHILIP MORRIS
1.45,2,KOSMEETIKA,DELIA
0.65,1,VESI,EESTI
0.43,1,VALMISTOIT,KAUBAMAJA KÖÖK
0.68,1,HOMMIKUSÖÖGID,EUROOPA LIIT
1.15,3,PAGARITOOTED,EESTI PAGAR
0.49,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.55,3,VALMISTOIT,MAKSIKÖÖK
1.5,2,PIIMATOOTED,TERE AS
0.69,2,PIIMATOOTED,TERE AS
0.66,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.69,2,LEMMIKLOOMATOIDUD,SAKSAMAA
0.96,2,JÄÄTIS,EESTI
0.75,3,KOMMID,KALEV
0.75,2,LAHJAD ALKOH.JOOGID,A. LE COQ
7.99,3,VEIN,R.E. CLM
0.49,1,MAITSEAINED,HISPAANIA
0.95,2,PIIM,TERE AS
0.43,3,VALMISTOIT,MAKSIKÖÖK
1.16,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.09,1,ÐOKOLAADID,AUSTRIA
1.25,3,KRÕPSUD,BALSNACK
0.91,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.95,3,PAGARITOOTED,FAZER EESTI AS
0.59,2,SUHKUR,SOOME
0.75,3,VALMISTOIT,MAKSIKÖÖK
1.85,3,KALAKONSERVID,TAI
0.95,3,"SINK, VORST",ATRIA EESTI AS
0.76,1,PIIMATOOTED,EESTI
0.99,3,PIIMATOOTED,VALIO EESTI AS
1.15,2,JOGURT,FARMI PIIMATÖÖSTUS AS
5.8,2,TUBAKATOOTED,JT INTERNATIONAL
1.99,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.59,3,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.65,1,VESI,EESTI
2.67,1,JÄÄTIS,INGMAN LEDAI
1.15,2,KRÕPSUD,SIA DAUGULIS & PARTNERI
1.49,2,SPORDIKAUBAD,SOFTREFLECTOR OÜ
0.78,3,PIIMATOOTED,LÄTI
0.95,1,PAGARITOOTED,EESTI PAGAR
1.66,3,KODUKAUBAD,ROOTSI
1.15,1,MAHL,A. LE COQ
1.78,3,PIIMATOOTED,POLVEN FOODS OÜ
5.8,3,TUBAKATOOTED,JT INTERNATIONAL
2.29,3,ÕLU,EESTI
0.25,1,VÄRSKE KÖÖGIVILI,HOLLAND
0.69,2,PAGARITOOTED,EESTI
0.56,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.45,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.75,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.69,2,MAHL,GUTTA
0.59,1,PIIM,TERE AS
1.98,2,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
7.9,2,ÕLU,SAKU ÕLLETEHAS
0.69,3,VESI,A. LE COQ
1.35,3,VALMISTOIT,KIKAS
0.99,3,KONTSENTRAADID,A. LE COQ
1.29,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.65,2,ÕLU,EESTI
1.76,3,KUIV.PUUV. JA PÄHKLID,UAB GRANEX
2.15,3,ÕLU,A. LE COQ
1.29,3,LAHJAD ALKOH.JOOGID,VIRU ÕLU
2.77,3,VALMISTOIT,TALLEGG AS
1.75,1,KALA POOLTOOTED,LEEDU
1.73,3,JUUSTUD,VÕRU JUUST AS
0.76,3,PAGARITOOTED,EESTI PAGAR
0.75,2,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
0.75,3,PIIMATOOTED,VALIO EESTI AS
2.29,1,KÜLMAD KASTMED,HEINZ
1.18,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.19,2,KODUKAUBAD,EESTI
0.55,1,PIIM,VALIO EESTI AS
1.89,1,KODUKAUBAD,SCA HYGIENE
1.79,1,"KÜPSISED, VAHVLID",GÖTEBORGS KEX AB
