SALES_SUM,THIRD,PRODUCT_GROUP,PRODUCER
0.72,3,KÜLMAD KASTMED,PÕLTSAMAA FELIX AS
0.95,2,KÜLMUT.KÖÖGIVILI,OERLEMANS FOODS SP. Z O.O.
1.35,3,"SINK, VORST",ATRIA EESTI AS
0.55,1,PAGARITOOTED,EESTI
0.54,4,PIIM,FARMI PIIMATÖÖSTUS AS
1.39,2,KOMMID,HOLLAND
2.12,2,VÄRSKE LIHA,NA
0.79,3,MAHL,A. LE COQ
0.38,2,PIIMATOOTED,EESTI
1.15,3,VALMISTOIT,RANNAROOTSI LIHATÖÖSTUS
2.05,3,KODUKEEMIA,PROCTER&GAMBLE
0.73,4,KOMMID,SCHWARTAU
0.53,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.59,2,PIIM,FARMI PIIMATÖÖSTUS AS
0.56,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.95,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
1.49,1,VÄRSKE PUUVILI,HISPAANIA
5.65,1,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
2.33,3,VÄRSKE KÖÖGIVILI,NA
4.19,3,JUUSTUD,VALIO EESTI AS
5.39,2,ÕLU,SAKU ÕLLETEHAS
1.79,2,KODUKEEMIA,HENKEL
0.79,2,PASTA,P.A.P. SRL
0.75,2,JOGURT,EESTI
3.78,3,KOMMID,KALEV
0.76,1,PAGARITOOTED,EESTI PAGAR
1.05,4,"KÜPSISED, VAHVLID",HELLAR & POJAD AS
2.99,1,"KALENDRID, PERIOODIKA",PROCARD BALTIC
1.58,1,ÕLU,VIRU ÕLU
0.36,2,PIIMATOOTED,TERE AS
0.53,3,PIIM,FARMI PIIMATÖÖSTUS AS
4,1,"KALENDRID, PERIOODIKA",EESTI LOTO
0.74,2,KRÕPSUD,ALOJA-STARKELSEN
0.35,3,HÜGIEENITOOTED,CASATREND
0.63,3,PAGARITOOTED,FAZER EESTI AS
5.1,1,KÜPSETUSRASVAD,CLAIRE FOODS
2.25,3,HÜGIEENITOOTED,PROCTER&GAMBLE
0.99,1,KUIVAINED,EESTI
1.55,2,KONDIITRITOOTED,EESTI PAGAR
1.79,3,KÜLMUTATUD LIHA JA LIND,ARIOLS
3.31,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.78,1,VALMISTOIT,POOLA
0.59,1,KRÕPSUD,ALOJA-STARKELSEN
1.59,3,MUNAD,LINNU TALU OÜ
0.49,2,PAGARITOOTED,EESTI
0.67,1,PAGARITOOTED,LEIBUR AS
0.63,4,PAGARITOOTED,EESTI PAGAR
2.35,3,TÖÖDELDUD KALATOOTED,VIRU RAND OÜ
3.99,2,ÕLU,A. LE COQ
1.21,1,VALMISTA ISE,TARTU MILL AS
2.43,3,VALMISTOIT,ROCCO
3.39,2,MEELELAHUTUSMÄNGUD,HIINA
0.99,1,VALMISTOIT,OSKAR LT AS
1.49,2,VÄRSKE LIHA,TALLEGG AS
1.09,1,JOGURT,SAAREMAA DELIFOOD OÜ
2.37,2,KUIV.PUUV. JA PÄHKLID,GERMUND
1.69,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.07,2,VÄRSKE KÖÖGIVILI,LEEDU
1.55,2,TÖÖDELDUD KALATOOTED,LEEDU
0.77,1,VALMISTOIT,MAKSIKÖÖK
1.39,3,KÜPSETUSRASVAD,VALGEVENE
3.45,3,"SINK, VORST",ATRIA EESTI AS
0.85,3,PAGARITOOTED,EESTI PAGAR
1.99,3,"VÕI, MARGARIIN, VÕIDED","PÜ E-PIIM, PÕLTSAMAA MEIEREI"
2.69,3,KONDIITRITOOTED,EESTI PAGAR
1.45,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
1.19,3,LEMMIKLOOMATOIDUD,ZAKLAD PRZETWORSTWA ROLNICZEGO SP.Z O.O.
0.43,2,"KÜPSISED, VAHVLID",ADUGS SIA LÄTI
0.82,2,KODUKEEMIA,ORTO
0.69,3,PAGARITOOTED,EESTI PAGAR
2.79,2,JÄÄTIS,INGMAN LEDAI
0.69,1,PAGARITOOTED,LEIBUR AS
2.4,1,VÄRSKE PUUVILI,POOLA
1.63,1,VÄRSKE KALA,KALAKALA JA POJAD OÜ
1.1,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.05,3,KÜPSETUSRASVAD,VALGEVENE
9.2,2,KÖÖGIKAUBAD,PRANTSUSMAA
1.55,3,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.69,3,PIIMATOOTED,TERE AS
6.4,3,TUBAKATOOTED,PHILIP MORRIS
2.29,3,JUUSTUD,FARMI PIIMATÖÖSTUS AS
0.33,2,PIIMATOOTED,SAAREMAA DELIFOOD OÜ
1.09,2,JOGURT,FARMI PIIMATÖÖSTUS AS
1.15,1,KÜLMAD KASTMED,SALVEST AS
0.35,2,VESI,A. LE COQ
0.79,3,MAHL,A. LE COQ
1.55,3,PIIMATOOTED,TERE AS
1.39,1,KARASTUS-JA TONISEERIVAD JOOGID,HARTWALL
7.14,4,PIIMATOOTED,VALIO EESTI AS
0.35,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.98,4,VÄRSKE KÖÖGIVILI,MAROKO
0.78,1,VALMISTOIT,MAKSIKÖÖK
4.55,2,LEMMIKLOOMATOIDUD,NESTLE
0.75,1,PIIM,TERE AS
1.99,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
2.7,3,TUBAKATOOTED,BRITISH AMERICAN TOBACCOLAND
1.75,3,"VÕI, MARGARIIN, VÕIDED",SAAREMAA PT
0.32,2,JÄÄTIS,EESTI
0.71,1,MAHL,A. LE COQ
1.25,2,KÖÖGIVILJAKONSERV,SPILVA
6.79,3,KANGE ALKOHOL,LIVIKO
2.37,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
2.15,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.95,1,PATAREID,PANASONIC
9.99,3,KANGE ALKOHOL,ALCORDISTILLERY OÜ
0.59,1,TEE,SAKSAMAA
2.29,3,ÕLU,A. LE COQ
1.89,2,KOHV,NESTLE
0.99,1,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
1.5,2,VESI,VÄRSKA
1.05,1,"VÕI, MARGARIIN, VÕIDED",UNILEVER
1.69,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.95,3,PIIM,TERE AS
3.99,1,MAITSEAINED,SANTA MARIA AS
0.79,3,LAHJAD ALKOH.JOOGID,A. LE COQ
0.29,1,KUIV.PUUV. JA PÄHKLID,UAB GRANEX
0.6,1,ÐOKOLAADID,FAZER CONFECTINERY
0.39,3,PAGARITOOTED,EESTI PAGAR
0.82,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
3.39,2,"VÕI, MARGARIIN, VÕIDED",VALIO OY
0.75,1,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
1.18,1,SUHKUR,SOOME
0.49,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.91,2,VALMISTOIT,PAIDE MAKSIMARKETI KÖÖK
1.75,2,KRÕPSUD,LATFOOD
1.69,2,PÕHIROA KONTSENTRAADID,SALVEST AS
1.69,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.94,3,LAHJAD ALKOH.JOOGID,A. LE COQ
2.19,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
3.5,2,TUBAKATOOTED,PHILIP MORRIS
0.95,2,JOGURT,EESTI
4.07,3,VÄRSKE LIHA,NÕO LIHATÖÖSTUS AS
0.21,1,VÄRSKE PUUVILI,PANAMA
0.7505,1,PASTA,DOBELES DZIRNAVIEKS AS
0.99,3,KUIVAINED,EUROOPA LIIT
0.5,3,VÄRSKE KÖÖGIVILI,EESTI
0.95,2,PAKKETARBED,ANOBION
0.75,2,PAGARITOOTED,EESTI PAGAR
0.56,3,VALMISTOIT,MAKSIKÖÖK
3.89,1,JUUSTUD,E-PIIM TOOTMINE AS
0.94,3,PAGARITOOTED,EESTI PAGAR
0.77,2,"KÜPSISED, VAHVLID",MARIS GILDEN AS
2.75,1,TUBAKATOOTED,PHILIP MORRIS
0.98,3,VÄRSKE PUUVILI,HISPAANIA
4.99,3,KOMMID,FERRERO
1.59,4,LEMMIKLOOMATOIDUD,NESTLE
1.47,2,KONDIITRITOOTED,EESTI PAGAR
0.48,1,SUUVÄRSKENDAJAD,KRAFT FOODS
2.29,2,KRÕPSUD,BELGIA
0.35,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.75,1,PASTA,DOBELES DZIRNAVIEKS AS
0.79,2,PAGARITOOTED,EESTI PAGAR
1.2,2,KOHV,GUSTAV PAULIG LDT
0.79,1,PAGARITOOTED,LEIBUR AS
0.23,2,VALMISTA ISE,POOLA
1.05,3,PIIM,TERE AS
0.65,1,SUHKUR,SOOME
1.75,1,KOMMID,EUROOPA LIIT
3.99,1,KOHV,VIKING COFFEE
0.65,3,PAGARITOOTED,LEIBUR AS
7.29,2,KONDIITRITOOTED,EESTI PAGAR
1.15,2,MAITSEAINED,PODRAVKA
0.99,2,MUNAD,EESTI
8.2,1,KODUKEEMIA,RECKITT BENCKISER
0.79,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.48,2,PAGARITOOTED,LEIBUR AS
0.65,1,JÄÄTIS,BALBIINO AS
1.54,2,PIIMATOOTED,EESTI
1.69,1,VÄRSKE PUUVILI,LAV
0.94,1,KONDIITRITOOTED,EESTI PAGAR
1.25,3,LEMMIKLOOMATOIDUD,CERTECH
0.2,3,VÄRSKE PUUVILI,PANAMA
1.06,3,VÄRSKE PUUVILI,PANAMA
0.34,2,VÄRSKE KÖÖGIVILI,EESTI
2.52,1,VÄRSKE LIHA,JÕGEVA KONSUMI KÖÖK
0.89,3,MUNAD,EESTI
2.55,3,ÕLU,A. LE COQ
1.09,3,"VÕI, MARGARIIN, VÕIDED",TERE AS
1.22,1,KÜLMUTATUD LIHA JA LIND,RAKVERE LIHAKOMBINAAT AS
0.59,3,PAGARITOOTED,EESTI PAGAR
2.07,2,KÜLMUTATUD LIHA JA LIND,OSKAR LT AS
1.39,1,KARASTUS-JA TONISEERIVAD JOOGID,"RED BULL, AUSTRIA"
0.79,2,PAGARITOOTED,FAZER EESTI AS
2.7,2,TUBAKATOOTED,IMPERIAL TOBACCO
1.85,3,"VÕI, MARGARIIN, VÕIDED",UNILEVER
1.09,3,KARASTUS-JA TONISEERIVAD JOOGID,PEPSI
7.69,4,KANGE ALKOHOL,LIVIKO
1.19,1,VÄRSKE KÖÖGIVILI,NA
2.99,2,NAISTE SUKATOOTED,SAKSAMAA
0.75,2,PAGARITOOTED,LEIBUR AS
1.39,1,PIIMATOOTED,FERRERO
0.48,2,PÕHIROA KONTSENTRAADID,UKRAINA
0.49,3,ÐOKOLAADID,MARS
0.53,3,PAGARITOOTED,EESTI
0.49,3,PAGARITOOTED,EESTI PAGAR
4.99,3,KANGE ALKOHOL,LIVIKO
0.89,2,"VÕI, MARGARIIN, VÕIDED",EESTI
0.75,3,PAGARITOOTED,EESTI PAGAR
1.09,2,VESI,VÄRSKA
0.59,3,PAGARITOOTED,EESTI PAGAR
1.49,2,KRÕPSUD,FRITO-LAY POLAND
2.13,2,VÄRSKE LIHA,ARVI KALAKUTAI
6.4,2,TUBAKATOOTED,JT INTERNATIONAL
0.68,4,HOMMIKUSÖÖGID,EUROOPA LIIT
4.99,1,KANGE ALKOHOL,LIVIKO
1.09,1,KOMMID,LAIMA
2.22,1,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.89,3,KRÕPSUD,FRITO-LAY POLAND
1.16,4,PIIM,FARMI PIIMATÖÖSTUS AS
0.49,3,ÐOKOLAADID,MARS
1.35,3,ÐOKOLAADID,KRAFT FOODS
0.49,4,VÄRSKE PUUVILI,HISPAANIA
2.39,3,HOMMIKUSÖÖGID,BALTI VESKI
0.32,2,KOMMID,FAZER CONFECTINERY
0.53,1,PAGARITOOTED,LEIBUR AS
3.05,2,SISEVIIMISTLUS,KEMET RV OÜ
1.6,3,KOMMID,KALEV
1.34,3,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.09,2,"KALENDRID, PERIOODIKA",PRESSHOUSE
0.3,1,KARTUL,EESTI
0.89,2,KOMMID,KALEV
0.56,1,PIIMATOOTED,TERE AS
4.99,2,VÄRSKE KÖÖGIVILI,NA
1.09,2,JOGURT,FARMI PIIMATÖÖSTUS AS
2.9,2,JUUSTUD,VALIO OY
1.85,3,PAGARITOOTED,EESTI PAGAR
0.99,1,TUBAKATOOTED,BIC
0.87,1,KONTSENTRAADID,MAADLEX OÜ
7.98,1,VEIN,FELIS SOLIS
6.39,1,KANGE ALKOHOL,ALTIA EESTI AS
1.52,1,VALMISTOIT,MAKSIKÖÖK
2.69,4,JUUSTUD,VALIO EESTI AS
1.99,3,KÜLMAD KASTMED,UNILEVER
3.99,3,JUUSTUD,VALIO EESTI AS
2.19,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.59,3,PIIMATOOTED,TERE AS
0.54,3,PIIM,FARMI PIIMATÖÖSTUS AS
2,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.45,1,JAHUTUST VAJAVAD MAHLAD JA MAHLAJOOGID,PÕLTSAMAA FELIX AS
1.55,2,SUUVÄRSKENDAJAD,WRIGLEY
0.49,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.45,3,ÕLU,EESTI
0.69,2,VESI,SAKU ÕLLETEHAS
2.35,2,ÕLU,A. LE COQ
0.49,3,PAGARITOOTED,EESTI PAGAR
1.15,2,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.18,3,ÕLU,SAKU ÕLLETEHAS
0.89,1,MUNAD,EESTI
0.79,1,PIIMATOOTED,TERE AS
0.51,3,VÄRSKE KÖÖGIVILI,PRANTSUSMAA
1.02,3,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
14.5,3,TUBAKATOOTED,JT INTERNATIONAL
0.59,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.59,3,VÄRSKE KÖÖGIVILI,NA
3.09,3,KANGE ALKOHOL,AB STUMBRAS
0.79,3,KONDIITRITOOTED,EESTI
1.75,3,VALMISTOIT,FARMI PIIMATÖÖSTUS AS
4.79,3,VÄRSKE LIHA,ARKE LIHATÖÖSTUS
0.3,3,MAGUSROAD,FARMI PIIMATÖÖSTUS AS
0.49,2,KOMMID,KALEV
0.49,3,PAGARITOOTED,EESTI PAGAR
0.75,3,KÜLMAD KASTMED,MELISSA
1.39,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.64,3,HOMMIKUSÖÖGID,EESTI
1.29,2,MAHL,GUTTA
2.25,3,"VÕI, MARGARIIN, VÕIDED","PÜ E-PIIM, PÕLTSAMAA MEIEREI"
2.89,3,NAISTE SUKATOOTED,SAKSAMAA
2.78,1,"SINK, VORST",EESTI
3.19,1,MUUSIKA JA FILM,EUROOPA LIIT
0.95,3,ÕLU,ROYAL UNIBREW AS
1.09,2,KÜPSETUSRASVAD,SCANOLA BALTIC
1.5,1,KOMMID,JSC GRANEX
1.3,1,LEMMIKLOOMATOIDUD,MARS
0.39,3,PIIMATOOTED,ZOTT
1.05,2,VESI,ALDARIS AS
0.53,2,VÄRSKE PUUVILI,BELGIA
0.95,1,"VÕI, MARGARIIN, VÕIDED",EESTI
1.38,3,LEMMIKLOOMATOIDUD,DE HAAN
0.89,2,ÕLU,A. LE COQ
1.54,3,JUUSTUD,KÄSEREI CHAMPIGNON
4.05,1,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
0.5,3,PAGARITOOTED,EESTI PAGAR
0.85,4,PEO- KARNEVALI- JA PILA,HERLITZ
1.19,2,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
0.95,2,KARASTUS-JA TONISEERIVAD JOOGID,LIVIKO
2.45,3,"SINK, VORST",ATRIA EESTI AS
2.29,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
1.25,2,RIIS,MÜLLER'S MÜHLE
0.79,1,VALMISTOIT,NÕO LIHATÖÖSTUS AS
0.55,2,"KÜPSISED, VAHVLID",ADUGS SIA LÄTI
0.79,3,PAGARITOOTED,FAZER EESTI AS
2.89,2,KANGE ALKOHOL,LIVIKO
1.88,1,VÄRSKE PUUVILI,PERUU
2.55,3,ÕLU,A. LE COQ
1.89,2,JOGURT,DANONE
1.09,1,VÄRSKE KÖÖGIVILI,NA
1.55,1,KUIVAINED,BALTI VESKI
2.4,2,KÜLMUTATUD LIHA JA LIND,TALLEGG AS
1.08,4,VESI,OOO ELITA-MINERAL GRUPP
0.69,3,PAGARITOOTED,EESTI LEIVATÖÖSTUS
2.45,3,KÜLMAD KASTMED,TARPLANI KAUBANDUSE OÜ
1.35,1,KOMMID,KALEV
3.59,3,LASTETOIDUD,POOLA
2.45,3,"SUPID, PULJONGID, KASTMED",SALVEST AS
0.55,1,VÄRSKE KÖÖGIVILI,NA
0.69,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.39,1,"SINK, VORST",ATRIA EESTI AS
0.59,3,JÄÄTIS,EESTI
1.19,1,KRÕPSUD,FRITO-LAY POLAND
1.13,3,VÄRSKE PUUVILI,POOLA
0.15,4,KOMMID,FAZER CONFECTINERY
0.89,3,PIIMATOOTED,PROCORDIA FOOD AB
4.87,2,"SINK, VORST",EESTI
1.2,2,KUIVAINED,TARTU VESKI AS
6.57,3,ÕLU,A. LE COQ
5.73,2,VÄRSKE LIHA,VALGA LIHATSEHH
5.5,2,TUBAKATOOTED,PHILIP MORRIS
1.82,3,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
4.15,2,KOMMID,KALEV
1,3,ÐOKOLAADID,FERRERO
2.7,2,TUBAKATOOTED,PHILIP MORRIS
0.89,3,KOMMID,KALEV
5.51,3,TÖÖDELDUD KALATOOTED,MARWEL MEREROOG OÜ
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.39,1,KÜLMUTATUD LIHA JA LIND,PREMIA TALLINNA KÜLMHOONE AS
0.98,3,"LAUAKAUNISTAMISVAHENDID, DEKORATIIVNÕUD, -VAHENDID JA KINGITUSED",HIINA
7.4,1,RIIS,BALTI VESKI
0.99,1,ÕLU,A. LE COQ
0.78,3,"SINK, VORST",ATRIA EESTI AS
0.59,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.86,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.5,2,PÕHIROA KONTSENTRAADID,OOO MAREVEN FOOD
1.2,1,MAHL,A. LE COQ
1.95,1,"KÜPSISED, VAHVLID",MARMITON
0.95,3,KARASTUS-JA TONISEERIVAD JOOGID,A. LE COQ
0.79,2,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
3.3,2,TUBAKATOOTED,PHILIP MORRIS
1.12,2,PIIM,FARMI PIIMATÖÖSTUS AS
1.22,2,"SINK, VORST",ATRIA EESTI AS
1.09,1,ÕLU,SAKU ÕLLETEHAS
0.89,1,"VÕI, MARGARIIN, VÕIDED",EESTI
1.67,2,HÜGIEENITOOTED,SCA HYGIENE
0.59,2,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
1.92,3,VALMISTOIT,KOHVIK VÕIROOS
5.5,1,TUBAKATOOTED,PHILIP MORRIS
1.25,4,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.65,3,PIIM,FARMI PIIMATÖÖSTUS AS
0.55,1,VESI,ALDARIS AS
2,2,"KALENDRID, PERIOODIKA",EESTI LOTO
4.31,1,VALMISTOIT,RAKVERE LIHAKOMBINAAT AS
1.69,3,ÕLU,KÖNIG LUDWIG SCHLOSSBRAUEREI KALTENBERG
1.78,3,"SINK, VORST",ATRIA EESTI AS
1.59,3,LEMMIKLOOMATOIDUD,MARS
1.29,1,VALMISTA ISE,WAWI EURO GMBH
0.65,1,PIIM,FARMI PIIMATÖÖSTUS AS
2.39,1,ÐOKOLAADID,KALEV
1.29,1,"VÕI, MARGARIIN, VÕIDED",RAISIO OY
1.29,1,ÐOKOLAADID,KALEV
1.85,1,KRÕPSUD,LATFOOD
1.25,3,KÜLMUT.KÖÖGIVILI,POLSKI OGROD
1.25,2,KRÕPSUD,BALSNACK
0.45,3,VÄRSKE KÖÖGIVILI,EESTI
3.25,2,VÄRSKE LIHA,TALLEGG AS
2.62,3,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
1.65,1,SUUVÄRSKENDAJAD,FERRERO
1.65,3,TEE,UNILEVER
1.49,1,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
1.45,2,KOMMID,KALEV
0.7,3,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
0.58,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.12,3,PIIM,FARMI PIIMATÖÖSTUS AS
1.59,2,"SINK, VORST",NÕO LIHATÖÖSTUS AS
0.95,1,PAGARITOOTED,SOOME
0.83,2,"VÕI, MARGARIIN, VÕIDED",UNILEVER
0.65,3,KUIV.PUUV. JA PÄHKLID,ALIS CO SIA
1.7,2,VALMISTOIT,TALLEGG AS
1.58,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.02,2,VÄRSKE LIHA,KIKAS
2.19,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
2.24,2,PIIM,FARMI PIIMATÖÖSTUS AS
2.4,3,"SINK, VORST",SAAREMAA LIHATÖÖSTUS OÜ
3.12,2,LASTETOIDUD,AUSTRIA
1.59,1,VALMISTOIT,SAARIOINEN EESTI OÜ
0.85,2,VALMISTOIT,MAKSIKÖÖK
6.57,1,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.59,2,KALAKONSERVID,LÄTI
0.65,1,HOMMIKUSÖÖGID,HALJAS AS
1.1,2,VALMISTOIT,MAKSIKÖÖK
0.49,2,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
1.15,3,PIIMATOOTED,TERE AS
3.49,3,VÄRSKE LIHA,RAKVERE LIHAKOMBINAAT AS
1.85,1,HÜGIEENITOOTED,PROCTER&GAMBLE
0.99,2,MUNAD,EESTI
2.38,1,KUIV.PUUV. JA PÄHKLID,TÜRGI
1.29,1,KOMMID,KATJES FASSIN GMBH +CO
0.25,1,VÄRSKE KÖÖGIVILI,EESTI
1.25,2,VÄRSKE LIHA,TALLEGG AS
1.05,2,KONTSENTRAADID,A. LE COQ
1.69,1,JOGURT,DANONE
2.21,2,VÄRSKE PUUVILI,KREEKA
13.61,2,KANGE ALKOHOL,HIRAM WALKER & SONS LTD.
0.63,2,KOHV,NESTLE
0.83,3,PIIM,TERE AS
1.75,2,KÜPSETUSRASVAD,SCANOLA BALTIC
1.98,2,PIIMATOOTED,TERE AS
1.12,1,PAGARITOOTED,LEIBUR AS
1.16,1,PIIM,FARMI PIIMATÖÖSTUS AS
1.43,1,VÄRSKE PUUVILI,HISPAANIA
0.29,3,"KÜPSISED, VAHVLID",ÜLKER
0.69,4,VESI,A. LE COQ
1.15,3,"SINK, VORST",ATRIA EESTI AS
1.04,1,KODUKEEMIA,ORTO
1.18,3,MAHL,A. LE COQ
0.56,2,PIIM,FARMI PIIMATÖÖSTUS AS
2.05,3,KOSMEETIKA,LOREAL
1.74,1,PIIM,FARMI PIIMATÖÖSTUS AS
0.59,3,PAGARITOOTED,LEIBUR AS
0.99,3,"SINK, VORST",ATRIA EESTI AS
0.9,4,PAGARITOOTED,EESTI PAGAR
1.5,1,HÜGIEENITOOTED,HOLLAND
2,1,KOMMID,OAO AZOVSKAJA KONDITERSKAJA FABRIKA
1.6,3,TÖÖDELDUD KALATOOTED,LEEDU
2.79,2,"SINK, VORST",RANNAROOTSI LIHATÖÖSTUS
4.49,1,JUUSTUD,E-PIIM TOOTMINE AS
0.99,1,KOMMID,LAIMA
2.99,3,"SINK, VORST",ATRIA EESTI AS
1.09,2,PÕHIROA KONTSENTRAADID,UNILEVER
1.69,1,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.59,2,SUHKUR,SOOME
1.99,4,"SINK, VORST",RAKVERE LIHAKOMBINAAT AS
0.54,2,KARASTUS-JA TONISEERIVAD JOOGID,COCA-COLA HBC
0.89,2,JÄÄTIS,EESTI
0.42,3,KODUKAUBAD,SCA HYGIENE
1.6,2,VALMISTOIT,EESTI
3.99,2,KOHV,MEIRA
1.02,1,KÜLMUT.KÖÖGIVILI,HORTEX
0.31,1,SUUVÄRSKENDAJAD,WRIGLEY
1.05,1,ÕLU,A. LE COQ
2.01,1,KOHV,NESTLE
0.89,2,"VÕI, MARGARIIN, VÕIDED",EESTI
0.5,1,PAGARITOOTED,EESTI PAGAR
1,1,DEKORATIIVKOSMEETIKA,DELIA
1.65,3,KÖÖGIVILJAKONSERV,PÕLTSAMAA FELIX AS
4.7,3,VEIN,LATVIJAS BALZAMS
0.35,3,VÄRSKE KÖÖGIVILI,NA
0.3,2,KUIV.PUUV. JA PÄHKLID,UAB GRANEX
0.57,4,SUHKUR,SOOME
0.97,3,KONDIITRITOOTED,KAUBAMAJA PAGARIÄRI
0.99,3,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
2.65,2,ÕLU,ALDARIS AS
1.55,3,KRÕPSUD,FRITO-LAY POLAND
0.6,1,"KALENDRID, PERIOODIKA",LEHEPUNKT
0.25,1,PAGARITOOTED,EESTI PAGAR
2.24,1,HOMMIKUSÖÖGID,NAUJASIS NEV EZI
0.89,3,PAGARITOOTED,EESTI PAGAR
5.19,3,KANGE ALKOHOL,LIVIKO
5.09,3,KANGE ALKOHOL,LIVIKO
0.55,1,PAGARITOOTED,EESTI PAGAR
0.35,2,PIIMATOOTED,TERE AS
0.69,1,JÄÄTIS,PREMIA TALLINNA KÜLMHOONE AS
0.83,1,VÄRSKE KÖÖGIVILI,TÜRGI
0.53,3,VESI,A. LE COQ
4.99,4,ÕLU,A. LE COQ
0.25,2,PÕHIROA KONTSENTRAADID,UKRAINA
1.95,2,TÖÖDELDUD KALATOOTED,PEIPSI KALATÖÖSTUS OÜ
0.77,3,VÄRSKE PUUVILI,BELGIA
0.57,4,SUHKUR,SOOME
0.95,1,KÜLMUT.KÖÖGIVILI,HORTEX
5.25,2,VEIN,VINPOL SP. Z O.O. GRUPA HENKEL & CO
0.95,1,JÄÄTIS,UNILEVER LIETUVA DISTRIBUCIJA
0.59,1,ÕLU,EESTI
1.25,2,KRÕPSUD,BALSNACK
1.69,4,KODUKAUBAD,ROOTSI
1.49,2,"KALENDRID, PERIOODIKA",ODAMEES
0.79,1,ÕLU,A. LE COQ
3.25,1,KOHV,MEIRA
0.89,4,PAGARITOOTED,LEIBUR AS
1.65,3,TEE,UNILEVER
1,1,PIIMATOOTED,FERRERO
3.89,3,LAHJAD ALKOH.JOOGID,SAKU ÕLLETEHAS
2.95,1,LAHJAD ALKOH.JOOGID,A. LE COQ
0.58,4,PIIM,FARMI PIIMATÖÖSTUS AS
1.4,1,PIIMATOOTED,FARMI PIIMATÖÖSTUS AS
2.2,3,VÄRSKE LIHA,NÕO LIHATÖÖSTUS AS
0.4,3,VALMISTOIT,MAKSIKÖÖK
0.45,2,KONDIITRITOOTED,FRITO-LAY POLAND
0.89,3,ÐOKOLAADID,LAIMA
0.64,3,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
0.49,3,"KÜPSISED, VAHVLID",STABURADZES KONDITOREJA SIA
2.29,3,"SUPID, PULJONGID, KASTMED",SALVEST AS
2.14,1,VÄRSKE PUUVILI,BRASIILIA
0.79,1,PIIM,TERE AS
